Sub,Block,Obj,AE,SR
6,1,18,0.161111111,9.25926e-4
6,1,102,0.244444444,0.125925926
6,1,146,0.062037037,0.542592593
6,1,6,0.863888889,1
6,1,96,0.316666667,9.25926e-4
6,1,81,0.240740741,0.914814815
6,1,98,0.271296296,0.050925926
6,1,3,0.557407407,0.752777778
6,1,4,0.409259259,0.958333333
6,1,132,0.296296296,0.791666667
6,1,78,0.168518519,9.25926e-4
6,1,8,0.103703704,0.901851852
6,1,92,0.123148148,0.56851851900000006
6,1,21,0.538888889,9.25926e-4
6,1,67,0.156481481,0.537037037
6,1,19,0.20462963,0.591666667
6,1,25,0.352777778,0.782407407
6,1,112,0.305555556,9.25926e-4
6,1,62,0.030555556,0.023148148
6,1,116,0.750925926,0.961111111
6,1,104,0.601851852,9.25926e-4
6,1,29,0.661111111,0.746296296
6,1,80,0.07037037,9.25926e-4
6,1,106,0.146296296,0.494444444
6,1,72,0.048148148,0.009259259
6,1,121,0.209259259,0.901851852
6,1,69,0.183333333,0.089814815
6,1,127,0.071296296,0.065740741
6,1,119,0.864814815,0.836111111
6,1,66,0.706481481,1
6,1,76,0.105555556,9.25926e-4
6,1,10,0.198148148,0.003703704
6,1,131,0.176851852,1
6,1,55,0.049074074,0.017592593
6,1,17,0.165740741,0.012037037
6,1,43,0.087037037,0.003703704
6,1,137,0.32037037,0.93148148099999994
6,1,77,0.296296296,0.531481481
6,1,139,0.228703704,0.748148148
6,1,47,0.794444444,0.880555556
6,1,122,0.639814815,0.206481481
6,1,23,0.087962963,0.036111111
6,1,115,0.152777778,9.25926e-4
6,1,58,0.092592593,9.25926e-4
6,1,93,0.087962963,9.25926e-4
6,1,13,0.893518519,1
6,1,9,0.853703704,0.996296296
6,1,71,0.376851852,0.573148148
6,1,74,0.331481481,0.002777778
6,1,37,0.158333333,9.25926e-4
6,1,108,0.22962963,0.002777778
6,1,68,0.056481481,0.521296296
6,2,11,0.274074074,0.07962963
6,2,126,0.402777778,0.047222222
6,2,15,0.56851851900000006,0.889814815
6,2,65,0.182407407,9.25926e-4
6,2,103,0.571296296,0.206481481
6,2,5,0.388888889,0.530555556
6,2,35,0.338888889,0.090740741
6,2,136,0.125925926,0.113888889
6,2,101,0.539814815,0.594444444
6,2,135,0.321296296,0.251851852
6,2,32,0.164814815,0.011111111
6,2,30,0.675925926,0.132407407
6,2,81,0.247222222,0.714814815
6,2,141,0.237962963,0.608333333
6,2,40,0.098148148,9.25926e-4
6,2,64,0.751851852,0.159259259
6,2,29,0.743518519,0.735185185
6,2,28,0.225925926,0.723148148
6,2,123,0.962037037,1
6,2,36,0.040740741,0.007407407
7,1,57,0,0.118518519
7,1,131,0.594444444,0.89537037
7,1,128,0.639814815,0
7,1,8,0.840740741,0.043518519
7,1,102,0.228703704,0
7,1,129,0.656481481,0.003703704
7,1,22,0.392592593,0
7,1,137,0.705555556,0.632407407
7,1,39,0.597222222,0.673148148
7,1,25,0.528703704,0.096296296
7,1,43,0.215740741,0
7,1,38,0,0.030555556
7,1,119,0.494444444,0.781481481
7,1,117,0.999074074,0.937962963
7,1,93,0,0
7,1,104,0,0.064814815
7,1,88,0.509259259,0.657407407
7,1,107,0.008333333,0
7,1,133,0.572222222,0.690740741
7,1,21,0.410185185,0.612962963
7,1,37,0,0.575
7,1,83,0,0
7,1,142,0,0.999074074
7,1,49,0.187037037,0.666666667
7,1,73,0.039814815,0.113888889
7,1,91,0.565740741,0.593518519
7,1,4,0.610185185,0.753703704
7,1,42,0.415740741,0.327777778
7,1,12,0.10462963,0.278703704
7,1,46,0.041666667,0.6
7,1,27,0.091666667,0.124074074
7,1,87,0,0
7,1,143,0,0.063888889
7,1,13,0.831481481,0.719444444
7,1,94,0.528703704,0.062962963
7,1,16,0.093518519,0.071296296
7,1,29,0,0.578703704
7,1,72,0.67962963,0.623148148
7,1,61,0.509259259,0.701851852
7,1,23,0.046296296,0.022222222
7,1,78,0.315740741,0.007407407
7,1,118,0.058333333,0.557407407
7,1,84,0.041666667,0.106481481
7,1,124,0.562037037,0.064814815
7,1,31,0.618518519,0.915740741
7,1,138,0.694444444,0.792592593
7,1,60,0.508333333,0.140740741
7,1,76,0.377777778,0
7,1,68,0.421296296,0.203703704
7,1,111,0.09537037,0
7,1,7,0.291666667,0.559259259
7,1,41,0.577777778,0.375925926
7,1,136,0.631481481,0.57962963
7,1,28,0.581481481,0.467592593
7,1,2,0.210185185,0.037037037
7,1,147,0,9.25926e-4
7,1,139,0.353703704,0.588888889
7,1,112,0.363888889,0.106481481
7,1,33,0.573148148,0.082407407
7,1,89,0,0.663888889
7,1,11,0,0.564814815
7,1,26,0.413888889,0.957407407
7,1,35,0,0
7,1,140,0.616666667,0.737037037
7,1,141,0,0
7,1,106,0.626851852,0.698148148
7,1,62,0.376851852,0.196296296
7,1,101,0.861111111,0.768518519
7,1,110,0.712962963,0.375
7,1,125,0.185185185,0.367592593
7,1,69,0.298148148,0.113888889
7,1,53,0.343518519,0.043518519
7,1,134,0.062962963,0.648148148
7,1,96,0,0
7,1,59,0.488888889,0.119444444
7,1,126,0.683333333,0.582407407
7,1,132,0.698148148,0.69351851900000006
7,1,116,0.598148148,0.942592593
7,1,103,0.007407407,0
7,1,123,0.380555556,0.321296296
7,1,40,0.449074074,0.744444444
7,1,86,0.647222222,0.885185185
7,1,18,0,0
7,1,71,0.656481481,0.674074074
7,1,105,0,0.065740741
7,1,52,0,0
7,1,144,0,0
7,1,115,0.04537037,0
7,1,70,0.27037037,0.363888889
7,1,114,0.333333333,0
7,1,99,0.630555556,0.660185185
7,1,34,0.013888889,0.115740741
7,1,55,0.575,0.366666667
7,1,3,0.081481481,0
7,1,74,0.306481481,0
7,1,145,0.351851852,0.268518519
7,1,44,0.541666667,0.208333333
7,1,75,0.555555556,0.584259259
7,1,32,0,0
7,1,45,0.524074074,0.694444444
7,1,122,0.927777778,0.150925926
7,1,6,0,0.711111111
7,1,77,0.398148148,0
7,1,63,0.651851852,0.777777778
7,1,14,0.161111111,0.07962963
7,1,5,0.839814815,0.813888889
7,1,79,0.260185185,0.087037037
7,1,127,0.187962963,0.017592593
7,1,65,0.330555556,0
7,1,135,0,0.67962963
7,1,50,0.553703704,0.189814815
7,1,81,0.102777778,0
7,1,10,0,0.05
7,1,1,0.427777778,0.664814815
7,1,98,0.342592593,0.04537037
7,1,67,0.560185185,0.055555556
7,1,30,0.64537037,0.666666667
7,1,148,0.064814815,0
7,1,36,0.513888889,0.673148148
7,1,66,0.82037037,0.740740741
7,1,15,0.82962963,0.962037037
7,1,58,0.636111111,0.253703704
7,1,48,0.82962963,0.999074074
7,1,20,0,0
7,1,17,0,0.064814815
7,1,121,0.410185185,0
7,1,120,0.389814815,0
7,1,54,0.606481481,0.730555556
7,1,82,0,0.181481481
7,1,108,0.174074074,0.05462963
7,1,97,0.188888889,0
7,1,90,0.090740741,0.710185185
7,1,85,0.037962963,0.249074074
7,1,51,0.667592593,0.561111111
7,1,130,0.631481481,0.727777778
7,1,80,0.232407407,0.038888889
7,1,95,0.449074074,0.091666667
7,1,9,0.590740741,0.290740741
7,1,92,0.05462963,0
7,1,64,0.356481481,0
7,1,24,0.603703704,0.588888889
7,1,146,0.059259259,0
7,1,56,0.452777778,0.068518519
7,1,109,0.046296296,0.019444444
7,1,100,0,0
7,1,113,0.843518519,0.699074074
7,1,47,0.613888889,0.918518519
7,1,19,0.09537037,0
7,2,126,0.921296296,0.116666667
7,2,136,0.652777778,0.717592593
7,2,5,0.884259259,0.838888889
7,2,135,0,0.618518519
7,2,81,0.137037037,0.110185185
7,2,35,0,0
7,2,123,0.135185185,0.236111111
7,2,103,0,0
7,2,32,0,0
7,2,30,0.787962963,0.675
7,2,141,0,0
7,2,29,0,0.75
7,2,40,0.661111111,0.658333333
7,2,36,0.703703704,0.56851851900000006
7,2,11,0.142592593,0.625
7,2,28,0.611111111,0.276851852
7,2,65,0.162037037,0
7,2,15,0.733333333,0.77037037
7,2,64,0.388888889,0.616666667
7,2,101,0.706481481,0.680555556
8,1,19,0.276851852,0.138888889
8,1,47,0.343518519,0.203703704
8,1,113,0.612962963,0.789814815
8,1,100,0.543518519,0.327777778
8,1,109,0.262037037,0.144444444
8,1,56,0.621296296,0.315740741
8,1,146,0.177777778,0.2
8,1,24,0.893518519,0.955555556
8,1,64,0.616666667,0.631481481
8,1,92,0.557407407,0.227777778
8,1,9,0.701851852,0.577777778
8,1,95,0.348148148,0.217592593
8,1,80,0.14537037,0.060185185
8,1,130,0.785185185,0.596296296
8,1,51,0.312037037,0.215740741
8,1,85,0.259259259,0.263888889
8,1,90,0.127777778,0.165740741
8,1,97,0.358333333,0.226851852
8,1,108,0.227777778,0.136111111
8,1,82,0.068518519,0.111111111
8,1,54,0.715740741,0.651851852
8,1,120,0.906481481,0.939814815
8,1,121,0.77962963,0.797222222
8,1,17,0.388888889,0.70462963
8,1,20,0.630555556,0.748148148
8,1,48,0.636111111,0.846296296
8,1,58,0.727777778,0.825
8,1,15,0.557407407,0.872222222
8,1,66,0.955555556,0.857407407
8,1,36,0.137037037,0.065740741
8,1,148,0.038888889,0.084259259
8,1,30,0.192592593,0.233333333
8,1,67,0.168518519,0.192592593
8,1,98,0.150925926,0.284259259
8,1,1,0.594444444,0.678703704
8,1,10,0.291666667,0.289814815
8,1,81,0.118518519,0.140740741
8,1,50,0.457407407,0.221296296
8,1,135,0.725925926,0.857407407
8,1,65,0.869444444,1
8,1,127,0.935185185,0.50462963
8,1,79,0.465740741,0.088888889
8,1,5,0.712037037,0.936111111
8,1,14,0.307407407,0.24537037
8,1,63,0.590740741,0.811111111
8,1,77,0.930555556,0.601851852
8,1,6,0.976851852,0.973148148
8,1,122,0.571296296,0.332407407
8,1,45,0.321296296,0.839814815
8,1,32,0.174074074,0.031481481
8,1,75,0.716666667,0.828703704
8,1,44,0.712037037,0.946296296
8,1,145,0.05,0.052777778
8,1,74,0.572222222,0.652777778
8,1,3,0.703703704,0.937962963
8,1,55,0.119444444,0.875925926
8,1,34,0.6,0.318518519
8,1,99,0.562962963,0.842592593
8,1,114,0.338888889,0.893518519
8,1,70,0.037962963,0.202777778
8,1,115,0.22037037,0.178703704
8,1,144,0.010185185,0.131481481
8,1,52,0.001851852,0.098148148
8,1,105,0.763888889,0.907407407
8,1,71,0.830555556,0.886111111
8,1,18,0.068518519,0.215740741
8,1,86,0.605555556,0.269444444
8,1,40,0.037037037,0.137037037
8,1,123,0.499074074,0.537962963
8,1,103,0.289814815,0.686111111
8,1,116,0.75,0.659259259
8,1,132,0.789814815,0.548148148
8,1,126,0.928703704,0.780555556
8,1,59,0.099074074,0.463888889
8,1,96,0.251851852,0.535185185
8,1,134,0.837037037,0.877777778
8,1,53,0.57962963,0.322222222
8,1,69,0.330555556,0.268518519
8,1,125,0.935185185,0.916666667
8,1,110,0.755555556,0.908333333
8,1,101,0.793518519,0.90462963
8,1,62,0.269444444,0.878703704
8,1,106,0.723148148,0.892592593
8,1,141,0.075925926,9.25926e-4
8,1,140,0.689814815,0.862037037
8,1,35,0.119444444,0.099074074
8,1,26,0.92037037,0.914814815
8,1,11,0.04537037,0.531481481
8,1,89,0.640740741,0.713888889
8,1,33,0.835185185,0.69351851900000006
8,1,112,0.885185185,0.918518519
8,1,139,0.862037037,0.787962963
8,1,147,9.25926e-4,0.057407407
8,1,2,0.594444444,0.257407407
8,1,28,0.2,0.119444444
8,1,136,0.266666667,0.290740741
8,1,41,0.725,0.857407407
8,1,7,0.193518519,0.19537037
8,1,111,0.587037037,0.862962963
8,1,68,0.589814815,0.258333333
8,1,76,0.388888889,0.842592593
8,1,60,0.634259259,0.773148148
8,1,138,0.853703704,0.80462963
8,1,31,0.909259259,0.917592593
8,1,124,1,0.933333333
8,1,84,0.351851852,0.632407407
8,1,118,0.199074074,0.217592593
8,1,78,0.191666667,0.163888889
8,1,23,0.153703704,0.053703704
8,1,61,0.3,0.775925926
8,1,72,0.648148148,0.882407407
8,1,29,0.662037037,0.919444444
8,1,16,0.230555556,0.088888889
8,1,94,0.55462963,0.418518519
8,1,13,0.983333333,0.964814815
8,1,143,0.041666667,0.060185185
8,1,87,0.213888889,0.20462963
8,1,27,0.172222222,0.050925926
8,1,46,0.084259259,0.135185185
8,1,12,0.222222222,0.137037037
8,1,42,0.64537037,0.910185185
8,1,4,0.67037037,0.828703704
8,1,91,0.537962963,0.285185185
8,1,73,0.32962963,0.257407407
8,1,49,0.138888889,0.708333333
8,1,142,0.150925926,0.112037037
8,1,83,0.086111111,0.364814815
8,1,37,0.15,0.397222222
8,1,21,0.205555556,0.209259259
8,1,133,0.851851852,0.89537037
8,1,107,0.266666667,0.62962963
8,1,88,0.253703704,0.223148148
8,1,104,0.250925926,0.25
8,1,93,0.266666667,0.343518519
8,1,117,0.777777778,0.609259259
8,1,119,0.710185185,0.856481481
8,1,38,0.283333333,0.056481481
8,1,43,0.233333333,0.302777778
8,1,25,0.19537037,0.200925926
8,1,39,0.199074074,0.161111111
8,1,137,0.72962963,0.850925926
8,1,22,0.242592593,0.159259259
8,1,129,0.537962963,0.311111111
8,1,102,0.346296296,0.287037037
8,1,8,0.944444444,0.862037037
8,1,128,0.413888889,0.717592593
8,1,131,0.831481481,0.888888889
8,1,57,0.231481481,0.223148148
8,2,101,0.923148148,0.959259259
8,2,64,0.868518519,0.824074074
8,2,15,0.925925926,0.886111111
8,2,65,1,1
8,2,28,0.085185185,0.2
8,2,11,0.110185185,0.400925926
8,2,36,0.199074074,0.188888889
8,2,40,0.217592593,0.189814815
8,2,29,0.84537037,0.56851851900000006
8,2,141,0.060185185,0.172222222
8,2,30,0.164814815,0.233333333
8,2,32,0.143518519,0.235185185
8,2,103,0.272222222,0.418518519
8,2,123,0.186111111,0.24537037
8,2,35,0.136111111,0.114814815
8,2,81,0.113888889,0.209259259
8,2,135,0.880555556,0.850925926
8,2,5,0.880555556,0.887037037
8,2,136,0.164814815,0.39537037
8,2,126,0.416666667,0.39537037
9,1,57,0,0
9,1,14,0,0.086111111
9,1,37,0,0
9,1,33,0.752777778,0.773148148
9,1,90,0,0.100925926
9,1,86,0,0
9,1,109,0,0
9,1,58,0.05,0
9,1,30,0.402777778,0.105555556
9,1,141,0,0
9,1,44,0.037037037,0.112037037
9,1,45,0.050925926,0
9,1,78,0,0
9,1,49,0,0
9,1,15,0.932407407,0.731481481
9,1,146,0.085185185,0.001851852
9,1,34,0.35,0.097222222
9,1,144,0,0
9,1,69,0.421296296,0
9,1,23,0.393518519,0
9,1,40,0.005555556,0
9,1,113,0.57037037,0.437037037
9,1,89,0.031481481,0.025925926
9,1,94,0.082407407,0
9,1,31,0.438888889,0.737962963
9,1,95,0.048148148,0.486111111
9,1,123,0.015740741,0.999074074
9,1,101,0.981481481,0.721296296
9,1,29,0.441666667,0.252777778
9,1,63,0.600925926,0.121296296
9,1,103,0.107407407,0
9,1,39,0.457407407,0.066666667
9,1,41,0.750925926,0.051851852
9,1,81,0,0
9,1,20,0,0
9,1,100,0,0
9,1,8,0.999074074,0.197222222
9,1,115,0,0
9,1,38,0.412037037,0
9,1,98,9.25926e-4,0
9,1,127,0.128703704,0.025
9,1,140,0.259259259,0.705555556
9,1,134,0.241666667,0.999074074
9,1,131,0.782407407,0.87962963
9,1,36,0,0
9,1,87,0,0.140740741
9,1,43,0,0
9,1,110,0,0
9,1,9,0.416666667,0.043518519
9,1,5,0.37037037,0.167592593
9,1,10,0,0
9,1,25,0.034259259,0
9,1,106,0,0
9,1,6,0.4,0.449074074
9,1,129,0.217592593,0
9,1,133,0.713888889,0.87962963
9,1,117,0.964814815,0.999074074
9,1,105,0,0
9,1,108,0,0
9,1,80,0,0
9,1,50,0.337037037,0
9,1,114,0,0
9,1,53,0.583333333,0
9,1,2,0.058333333,0
9,1,62,0,0
9,1,21,0.211111111,0
9,1,122,0.05,0
9,1,46,0,0
9,1,137,0.917592593,0.999074074
9,1,75,0.75,0
9,1,119,0.467592593,0.574074074
9,1,130,0.234259259,0.908333333
9,1,79,0,0
9,1,112,0,0
9,1,1,0.753703704,0.741666667
9,1,19,0,0
9,1,51,0.078703704,0.258333333
9,1,124,0.630555556,0.061111111
9,1,92,0,0
9,1,136,0.109259259,0
9,1,82,0,0
9,1,77,0.30462963,0
9,1,48,0.234259259,0.021296296
9,1,143,0,0
9,1,72,0.337037037,0
9,1,84,0,0
9,1,54,0.306481481,0.457407407
9,1,71,0.483333333,0.849074074
9,1,59,0.539814815,0.048148148
9,1,104,0,0.001851852
9,1,70,0,0
9,1,74,0,0
9,1,102,0.024074074,0
9,1,126,0.111111111,0
9,1,73,0,0
9,1,55,0.023148148,0
9,1,56,0.076851852,0
9,1,128,0.424074074,0
9,1,47,0.194444444,0.067592593
9,1,139,0.156481481,0.999074074
9,1,28,0,0
9,1,42,0.047222222,0
9,1,12,0.037037037,0
9,1,91,0.881481481,0.457407407
9,1,67,0.252777778,0.248148148
9,1,61,0.469444444,0
9,1,132,0.413888889,0.935185185
9,1,52,0,0
9,1,64,0.044444444,0
9,1,3,0.009259259,0.222222222
9,1,145,0,0.012037037
9,1,121,0.030555556,0.921296296
9,1,142,0,0
9,1,138,0.85462963,0.999074074
9,1,24,0.332407407,0.62037037
9,1,148,0,0
9,1,35,0,0
9,1,26,0.021296296,0.614814815
9,1,65,0.013888889,0
9,1,7,0.018518519,0
9,1,11,0,0
9,1,32,0,0
9,1,18,0,0
9,1,93,0,0
9,1,111,0.077777778,0
9,1,116,0.052777778,0.736111111
9,1,66,0.591666667,0.737962963
9,1,76,0,0
9,1,120,0,0.173148148
9,1,147,0,0
9,1,85,0.030555556,0
9,1,4,0.130555556,0
9,1,68,0.523148148,0.912037037
9,1,13,0.064814815,0.999074074
9,1,17,0.015740741,0
9,1,60,0,0
9,1,125,0.600925926,0.027777778
9,1,16,0,0
9,1,99,0.075925926,0
9,1,118,0.736111111,0
9,1,107,0,0
9,1,96,0,0
9,1,97,0.028703704,0
9,1,27,0.026851852,0
9,1,135,0.331481481,0.058333333
9,1,88,0.333333333,0.041666667
9,1,22,0.249074074,0.028703704
9,1,83,0,0
9,2,5,0.607407407,0.302777778
9,2,32,0,0
9,2,123,0.543518519,0.999074074
9,2,35,0,0
9,2,29,0.552777778,0.631481481
9,2,126,0.408333333,0
9,2,64,0,0
9,2,103,0,0
9,2,135,0.055555556,0.058333333
9,2,101,0.999074074,0.591666667
9,2,81,0,0
9,2,30,0.155555556,0.10462963
9,2,141,0,0
9,2,36,0,0
9,2,65,0,0
9,2,28,0,0
9,2,136,0.057407407,0.056481481
9,2,11,0,0
9,2,15,0.886111111,0.925925926
9,2,40,0,0
10,1,83,0.603703704,0.593518519
10,1,22,0.389814815,0.605555556
10,1,88,0.776851852,0.673148148
10,1,135,0.428703704,0.571296296
10,1,27,0.258333333,0.49537037
10,1,97,0.797222222,0.239814815
10,1,96,0.331481481,0.315740741
10,1,107,0.84537037,0.219444444
10,1,118,0.72962963,0.313888889
10,1,99,0.775,0.337962963
10,1,16,0.541666667,0.259259259
10,1,125,0.881481481,0.730555556
10,1,60,0.787037037,0.197222222
10,1,17,0.478703704,0.646296296
10,1,13,0.389814815,0.736111111
10,1,68,0.65462963,0.699074074
10,1,4,0.837037037,0.696296296
10,1,85,0.260185185,0.335185185
10,1,147,0.505555556,0.164814815
10,1,120,0.65,0.685185185
10,1,76,0.555555556,0.221296296
10,1,66,0.851851852,0.801851852
10,1,116,0.807407407,0.748148148
10,1,111,0.566666667,0.236111111
10,1,93,0.56851851900000006,0.65
10,1,18,0.381481481,0.230555556
10,1,32,0.348148148,0.246296296
10,1,11,0.435185185,0.257407407
10,1,7,0.408333333,0.186111111
10,1,65,0.82962963,0.39537037
10,1,26,0.65462963,0.713888889
10,1,35,0.372222222,0.068518519
10,1,148,0.402777778,0.181481481
10,1,24,0.537962963,0.517592593
10,1,138,0.607407407,0.655555556
10,1,142,0.450925926,0.319444444
10,1,121,0.573148148,0.805555556
10,1,145,0.682407407,0.125
10,1,3,0.738888889,0.575
10,1,64,0.758333333,0.143518519
10,1,52,0.327777778,0.576851852
10,1,132,0.609259259,0.744444444
10,1,61,0.737962963,0.705555556
10,1,67,0.728703704,0.426851852
10,1,91,0.812962963,0.300925926
10,1,12,0.862037037,0.460185185
10,1,42,0.513888889,0.325
10,1,28,0.365740741,0.537037037
10,1,139,0.621296296,0.65
10,1,47,0.75462963,0.151851852
10,1,128,0.902777778,0.284259259
10,1,56,0.628703704,0.262037037
10,1,55,0.75,0.55648148099999994
10,1,73,0.478703704,0.325925926
10,1,126,0.672222222,0.202777778
10,1,102,0.433333333,0.550925926
10,1,74,0.549074074,0.259259259
10,1,70,0.627777778,0.317592593
10,1,104,0.422222222,0.192592593
10,1,59,0.628703704,0.171296296
10,1,71,0.727777778,0.64537037
10,1,54,0.627777778,0.775
10,1,84,0.541666667,0.207407407
10,1,72,0.775,0.233333333
10,1,143,0.352777778,0.152777778
10,1,48,0.865740741,0.859259259
10,1,77,0.85,0.117592593
10,1,82,0.581481481,0.415740741
10,1,136,0.746296296,0.618518519
10,1,92,0.468518519,0.660185185
10,1,124,0.862037037,0.583333333
10,1,51,0.778703704,0.421296296
10,1,19,0.530555556,0.635185185
10,1,1,0.475925926,0.376851852
10,1,112,0.724074074,0.102777778
10,1,79,0.558333333,0.065740741
10,1,130,0.708333333,0.81851851900000006
10,1,119,0.475925926,0.592592593
10,1,75,0.566666667,0.216666667
10,1,137,0.7,0.519444444
10,1,46,0.658333333,0.299074074
10,1,122,0.759259259,0.230555556
10,1,21,0.54537037,0.076851852
10,1,62,0.715740741,0.434259259
10,1,2,0.502777778,0.436111111
10,1,53,0.524074074,0.462962963
10,1,114,0.596296296,0.243518519
10,1,50,0.466666667,0.108333333
10,1,80,0.521296296,0.175
10,1,108,0.594444444,0.243518519
10,1,105,0.635185185,0.209259259
10,1,117,0.776851852,0.575925926
10,1,133,0.726851852,0.689814815
10,1,129,0.881481481,0.338888889
10,1,6,0.362962963,0.822222222
10,1,106,0.674074074,0.725
10,1,25,0.717592593,0.244444444
10,1,10,0.415740741,0.149074074
10,1,5,0.824074074,0.498148148
10,1,9,0.900925926,0.635185185
10,1,110,0.603703704,0.142592593
10,1,43,0.448148148,0.125
10,1,87,0.416666667,0.048148148
10,1,36,0.65,0.431481481
10,1,131,0.882407407,0.625925926
10,1,134,0.435185185,0.698148148
10,1,140,0.799074074,0.726851852
10,1,127,0.722222222,0.158333333
10,1,98,0.633333333,0.141666667
10,1,38,0.60462963,0.666666667
10,1,115,0.513888889,0.075925926
10,1,8,0.690740741,0.765740741
10,1,100,0.663888889,0.146296296
10,1,20,0.465740741,0.192592593
10,1,81,0.662962963,0.155555556
10,1,41,0.853703704,0.658333333
10,1,39,0.560185185,0.083333333
10,1,103,0.488888889,0.149074074
10,1,63,0.85462963,0.55
10,1,29,0.661111111,0.649074074
10,1,101,0.75462963,0.184259259
10,1,123,0.47962963,0.607407407
10,1,95,0.608333333,0.080555556
10,1,31,0.666666667,0.643518519
10,1,94,0.698148148,0.101851852
10,1,89,0.493518519,0.117592593
10,1,113,0.701851852,0.68148148099999994
10,1,40,0.72962963,0.076851852
10,1,23,0.501851852,0.583333333
10,1,69,0.587962963,0.068518519
10,1,144,0.505555556,0.316666667
10,1,34,0.228703704,0.590740741
10,1,146,0.272222222,0.416666667
10,1,15,0.527777778,0.685185185
10,1,49,0.811111111,0.400925926
10,1,78,0.576851852,0.567592593
10,1,45,0.925,0.780555556
10,1,44,0.784259259,0.09537037
10,1,141,0.434259259,0.098148148
10,1,30,0.540740741,0.602777778
10,1,58,0.87037037,0.739814815
10,1,109,0.687037037,0.152777778
10,1,86,0.625925926,0.216666667
10,1,90,0.509259259,0.241666667
10,1,33,0.75462963,0.524074074
10,1,37,0.476851852,0.110185185
10,1,14,0.587962963,0.12962963
10,1,57,0.415740741,0.641666667
10,2,40,0.871296296,0.106481481
10,2,15,0.208333333,0.718518519
10,2,11,0.587037037,0.383333333
10,2,136,0.725925926,0.646296296
10,2,28,0.160185185,0.534259259
10,2,65,0.766666667,0.123148148
10,2,36,0.746296296,0.37962963
10,2,141,0.162962963,0.10462963
10,2,30,0.380555556,0.617592593
10,2,81,0.687037037,0.187962963
10,2,101,0.772222222,0.158333333
10,2,135,0.123148148,0.536111111
10,2,103,0.166666667,0.253703704
10,2,64,0.525,0.166666667
10,2,126,0.668518519,0.1
10,2,29,0.725925926,0.848148148
10,2,35,0.150925926,0.073148148
10,2,123,0.550925926,0.583333333
10,2,32,0.125925926,0.042592593
10,2,5,0.877777778,0.364814815
11,1,38,0.240740741,0.075
11,1,136,0.591666667,0.500925926
11,1,127,0.703703704,0.285185185
11,1,24,0.796296296,0.848148148
11,1,63,0.664814815,0.219444444
11,1,101,0.610185185,0.217592593
11,1,10,0.652777778,0.122222222
11,1,85,0.560185185,0.881481481
11,1,132,0.533333333,0.472222222
11,1,23,0.4,0.068518519
11,1,88,0.54537037,0.346296296
11,1,2,0.500925926,0.688888889
11,1,8,0.521296296,0.734259259
11,1,131,0.524074074,0.697222222
11,1,109,0.524074074,0.116666667
11,1,3,0.332407407,0.112962963
11,1,139,0.485185185,0.81851851900000006
11,1,73,0.544444444,0.081481481
11,1,124,0.608333333,0.012962963
11,1,11,0.587962963,0.839814815
11,1,30,0.605555556,0.531481481
11,1,113,0.737037037,0.839814815
11,1,40,0.407407407,0.307407407
11,1,44,0.731481481,0.047222222
11,1,26,0.522222222,0.548148148
11,1,138,0.59537037,0.722222222
11,1,143,0.061111111,0
11,1,31,0.526851852,0.576851852
11,1,58,0.571296296,0.040740741
11,1,111,0.513888889,0.312037037
11,1,66,0.717592593,0
11,1,93,0.459259259,0.125925926
11,1,1,0.451851852,0.863888889
11,1,36,0.575925926,0.646296296
11,1,106,0.87037037,0.999074074
11,1,135,0.449074074,0
11,1,34,0.353703704,0.078703704
11,1,52,0.57037037,0.593518519
11,1,12,0.703703704,0.643518519
11,1,16,0.686111111,0.852777778
11,1,120,0.57037037,0.794444444
11,1,104,0.585185185,0.748148148
11,1,20,0.576851852,0.100925926
11,1,15,0.403703704,0.999074074
11,1,117,0.853703704,0.999074074
11,1,121,0.413888889,0.797222222
11,1,18,0.499074074,0.735185185
11,1,134,0.411111111,0.762037037
11,1,39,0.475,0.109259259
11,1,5,0.585185185,0.698148148
11,1,77,0.589814815,0.662037037
11,1,46,0.390740741,0.076851852
11,1,99,0.671296296,0.897222222
11,1,7,0.497222222,0.084259259
11,1,72,0.714814815,0.098148148
11,1,57,0.673148148,0.600925926
11,1,65,0.801851852,0.176851852
11,1,105,0.547222222,0.181481481
11,1,74,0.689814815,0.606481481
11,1,75,0.610185185,0.017592593
11,1,79,0.534259259,0.02962963
11,1,53,0.689814815,0.783333333
11,1,70,0.569444444,0.79537037
11,1,80,0.587962963,0.032407407
11,1,71,0.67037037,0.85
11,1,96,0.59537037,0.119444444
11,1,45,0.734259259,0.776851852
11,1,51,0.634259259,0.683333333
11,1,86,0.755555556,0.887037037
11,1,91,0.811111111,0.999074074
11,1,17,0.52037037,0
11,1,98,0.669444444,0.213888889
11,1,4,0.805555556,0.646296296
11,1,129,0.925925926,0.593518519
11,1,130,0.550925926,0.6
11,1,49,0.618518519,0.687037037
11,1,116,0.836111111,0.999074074
11,1,55,0.553703704,0.016666667
11,1,25,0.525,0
11,1,123,0.538888889,0.936111111
11,1,122,0.79537037,0.999074074
11,1,126,0.863888889,0.075925926
11,1,56,0.571296296,0.103703704
11,1,147,0.42037037,0
11,1,67,0.743518519,0.960185185
11,1,141,0.484259259,0
11,1,64,0.587962963,0.787962963
11,1,94,0.662037037,0.206481481
11,1,54,0.615740741,0
11,1,69,0.54537037,0.046296296
11,1,108,0.7,0.77962963
