Obj,Rating,Sub,Block
OBJECTS39,5,322,2
OBJECTS42,1,322,1
OBJECTS3,6,322,2
OBJECTS11,1,322,1
OBJECTS49,NA,322,2
OBJECTS40,NA,322,2
OBJECTS37,2,322,1
OBJECTS43,1,322,2
OBJECTS6,5,322,1
OBJECTS49,1,322,1
OBJECTS35,6,322,1
OBJECTS18,6,322,1
OBJECTS31,NA,322,2
OBJECTS25,NA,322,2
OBJECTS5,NA,322,2
OBJECTS11,NA,322,2
OBJECTS38,1,322,1
OBJECTS23,7,322,1
OBJECTS34,6,322,1
OBJECTS21,1,322,1
OBJECTS32,6,322,1
OBJECTS34,NA,322,2
OBJECTS32,NA,322,2
OBJECTS26,6,322,1
OBJECTS37,NA,322,2
OBJECTS9,1,322,2
OBJECTS24,6,322,2
OBJECTS27,7,322,1
OBJECTS16,1,322,1
OBJECTS7,1,322,1
OBJECTS7,NA,322,2
OBJECTS45,NA,322,2
OBJECTS33,7,322,2
OBJECTS8,1,322,1
OBJECTS18,5,322,2
OBJECTS42,NA,322,2
OBJECTS16,NA,322,2
OBJECTS12,2,322,1
OBJECTS38,NA,322,2
OBJECTS27,6,322,2
OBJECTS35,NA,322,2
OBJECTS3,6,322,1
OBJECTS24,6,322,1
OBJECTS12,2,322,2
OBJECTS31,3,322,1
OBJECTS39,5,322,1
OBJECTS25,7,322,1
OBJECTS21,1,322,2
OBJECTS33,7,322,1
OBJECTS5,3,335,1
OBJECTS42,2,335,1
OBJECTS3,2,335,1
OBJECTS43,3,335,1
OBJECTS45,7,335,1
OBJECTS5,NA,335,2
OBJECTS31,3,335,1
OBJECTS16,2,335,1
OBJECTS33,3,335,1
OBJECTS39,6,335,1
OBJECTS34,6,335,1
OBJECTS25,NA,335,2
OBJECTS42,NA,335,2
OBJECTS6,3,335,1
OBJECTS26,6,335,1
OBJECTS8,2,335,1
OBJECTS25,3,335,1
OBJECTS31,NA,335,2
OBJECTS37,NA,335,2
OBJECTS40,6,335,1
OBJECTS12,2,335,1
OBJECTS18,5,335,1
OBJECTS40,NA,335,2
OBJECTS3,3,335,2
OBJECTS9,2,335,1
OBJECTS23,6,335,1
OBJECTS34,NA,335,2
OBJECTS11,2,335,1
OBJECTS6,5,335,2
OBJECTS33,3,335,2
OBJECTS35,NA,335,2
OBJECTS22,3,335,1
OBJECTS22,NA,335,2
OBJECTS9,3,335,2
OBJECTS38,NA,335,2
OBJECTS23,NA,335,2
OBJECTS24,3,335,2
OBJECTS8,NA,335,2
OBJECTS7,3,335,1
OBJECTS7,NA,335,2
OBJECTS39,7,335,2
OBJECTS27,6,335,1
OBJECTS37,4,335,1
OBJECTS16,NA,335,2
OBJECTS45,NA,335,2
OBJECTS21,3,335,1
OBJECTS49,2,335,1
OBJECTS12,3,335,2
OBJECTS24,3,335,1
OBJECTS38,2,335,1
OBJECTS11,NA,335,2
OBJECTS27,7,335,2
OBJECTS26,NA,335,2
OBJECTS32,NA,335,2
OBJECTS35,6,335,1
OBJECTS32,3,335,1
OBJECTS21,3,335,2
OBJECTS43,3,335,2
OBJECTS49,NA,335,2
OBJECTS18,3,335,2
OBJECTS40,NA,338,2
OBJECTS39,2,338,1
OBJECTS38,NA,338,2
OBJECTS25,6,338,1
OBJECTS24,5,338,1
OBJECTS26,3,338,1
OBJECTS7,NA,338,2
OBJECTS42,NA,338,2
OBJECTS24,5,338,2
OBJECTS23,NA,338,2
OBJECTS35,5,338,1
OBJECTS22,3,338,1
OBJECTS3,1,338,2
OBJECTS23,2,338,1
OBJECTS25,NA,338,2
OBJECTS49,NA,338,2
OBJECTS18,1,338,2
OBJECTS27,3,338,1
OBJECTS49,3,338,1
OBJECTS40,2,338,1
OBJECTS31,2,338,1
OBJECTS45,NA,338,2
OBJECTS8,NA,338,2
OBJECTS26,NA,338,2
OBJECTS21,3,338,2
OBJECTS31,NA,338,2
OBJECTS12,2,338,2
OBJECTS9,4,338,2
OBJECTS45,5,338,1
OBJECTS34,NA,338,2
OBJECTS34,7,338,1
OBJECTS7,5,338,1
OBJECTS22,NA,338,2
OBJECTS42,3,338,1
OBJECTS6,6,338,2
OBJECTS18,1,338,1
OBJECTS12,2,338,1
OBJECTS33,6,338,1
OBJECTS32,3,338,1
OBJECTS5,NA,338,2
OBJECTS11,NA,338,2
OBJECTS33,7,338,2
OBJECTS38,1,338,1
OBJECTS8,5,338,1
OBJECTS39,4,338,2
OBJECTS35,NA,338,2
OBJECTS43,2,338,2
OBJECTS11,5,338,1
OBJECTS16,5,338,1
OBJECTS32,NA,338,2
OBJECTS21,4,338,1
OBJECTS6,6,338,1
OBJECTS16,NA,338,2
OBJECTS43,1,338,1
OBJECTS9,4,338,1
OBJECTS3,4,338,1
OBJECTS37,5,338,1
OBJECTS27,4,338,2
OBJECTS37,NA,338,2
OBJECTS5,3,338,1
OBJECTS22,NA,358,2
OBJECTS32,NA,358,2
OBJECTS42,NA,358,2
OBJECTS6,7,358,1
OBJECTS8,NA,358,2
OBJECTS25,NA,358,2
OBJECTS12,4,358,2
OBJECTS8,4,358,1
OBJECTS43,5,358,2
OBJECTS3,3,358,2
OBJECTS11,NA,358,2
OBJECTS33,4,358,2
OBJECTS34,NA,358,2
OBJECTS5,NA,358,2
OBJECTS24,3,358,1
OBJECTS25,6,358,1
OBJECTS6,6,358,2
OBJECTS31,NA,358,2
OBJECTS42,6,358,1
OBJECTS9,4,358,1
OBJECTS12,4,358,1
OBJECTS45,NA,358,2
OBJECTS40,NA,358,2
OBJECTS27,5,358,2
OBJECTS34,6,358,1
OBJECTS31,6,358,1
OBJECTS37,4,358,1
OBJECTS11,3,358,1
OBJECTS38,3,358,1
OBJECTS26,3,358,1
OBJECTS18,5,358,1
OBJECTS32,4,358,1
OBJECTS5,7,358,1
OBJECTS23,5,358,1
OBJECTS9,4,358,2
OBJECTS45,6,358,1
OBJECTS22,3,358,1
OBJECTS27,4,358,1
OBJECTS43,6,358,1
OBJECTS35,NA,358,2
OBJECTS33,4,358,1
OBJECTS7,NA,358,2
OBJECTS3,4,358,1
OBJECTS38,NA,358,2
OBJECTS49,NA,358,2
OBJECTS24,4,358,2
OBJECTS21,4,358,2
OBJECTS39,5,358,1
OBJECTS21,3,358,1
OBJECTS39,5,358,2
OBJECTS16,3,358,1
OBJECTS26,NA,358,2
OBJECTS16,NA,358,2
OBJECTS18,5,358,2
OBJECTS37,NA,358,2
OBJECTS49,3,358,1
OBJECTS23,NA,358,2
OBJECTS40,3,358,1
OBJECTS7,5,358,1
OBJECTS35,6,358,1
OBJECTS33,7,366,2
OBJECTS3,2,366,1
OBJECTS40,NA,366,2
OBJECTS5,5,366,1
OBJECTS34,NA,366,2
OBJECTS22,5,366,1
OBJECTS6,4,366,1
OBJECTS12,3,366,1
OBJECTS6,2,366,2
OBJECTS39,7,366,1
OBJECTS27,6,366,2
OBJECTS5,NA,366,2
OBJECTS42,2,366,1
OBJECTS22,NA,366,2
OBJECTS38,3,366,1
OBJECTS37,4,366,1
OBJECTS12,1,366,2
OBJECTS34,7,366,1
OBJECTS11,5,366,1
OBJECTS16,4,366,1
OBJECTS37,NA,366,2
OBJECTS45,7,366,1
OBJECTS8,5,366,1
OBJECTS43,6,366,2
OBJECTS18,7,366,1
OBJECTS24,7,366,2
OBJECTS39,7,366,2
OBJECTS8,NA,366,2
OBJECTS45,NA,366,2
OBJECTS25,6,366,1
OBJECTS7,NA,366,2
OBJECTS32,5,366,1
OBJECTS9,3,366,2
OBJECTS21,4,366,1
OBJECTS27,4,366,1
OBJECTS11,NA,366,2
OBJECTS25,NA,366,2
OBJECTS23,3,366,1
OBJECTS23,NA,366,2
OBJECTS35,7,366,1
OBJECTS43,3,366,1
OBJECTS26,5,366,1
OBJECTS31,4,366,1
OBJECTS42,NA,366,2
OBJECTS35,NA,366,2
OBJECTS49,NA,366,2
OBJECTS38,NA,366,2
OBJECTS26,NA,366,2
OBJECTS40,7,366,1
OBJECTS9,4,366,1
OBJECTS16,NA,366,2
OBJECTS33,6,366,1
OBJECTS24,7,366,1
OBJECTS3,2,366,2
OBJECTS32,NA,366,2
OBJECTS18,7,366,2
OBJECTS21,3,366,2
OBJECTS49,2,366,1
OBJECTS31,NA,366,2
OBJECTS7,5,366,1
OBJECTS27,7,370,2
OBJECTS6,5,370,1
OBJECTS26,NA,370,2
OBJECTS35,NA,370,2
OBJECTS39,6,370,1
OBJECTS49,NA,370,2
OBJECTS12,6,370,1
OBJECTS45,7,370,1
OBJECTS25,NA,370,2
OBJECTS16,NA,370,2
OBJECTS5,NA,370,2
OBJECTS35,7,370,1
OBJECTS33,6,370,2
OBJECTS45,NA,370,2
OBJECTS23,6,370,1
OBJECTS24,6,370,1
OBJECTS22,NA,370,2
OBJECTS33,6,370,1
OBJECTS31,5,370,1
OBJECTS38,NA,370,2
OBJECTS7,NA,370,2
OBJECTS8,5,370,1
OBJECTS8,NA,370,2
OBJECTS38,5,370,1
OBJECTS3,6,370,1
OBJECTS32,NA,370,2
OBJECTS31,NA,370,2
OBJECTS39,6,370,2
OBJECTS6,5,370,2
OBJECTS12,6,370,2
OBJECTS23,NA,370,2
OBJECTS32,6,370,1
OBJECTS3,6,370,2
OBJECTS42,NA,370,2
OBJECTS43,5,370,2
OBJECTS34,7,370,1
OBJECTS11,NA,370,2
OBJECTS11,6,370,1
OBJECTS21,5,370,2
OBJECTS43,5,370,1
OBJECTS37,NA,370,2
OBJECTS9,5,370,2
OBJECTS40,6,370,1
OBJECTS27,7,370,1
OBJECTS22,5,370,1
OBJECTS40,NA,370,2
OBJECTS18,7,370,2
OBJECTS7,6,370,1
OBJECTS21,5,370,1
OBJECTS26,7,370,1
OBJECTS25,7,370,1
OBJECTS37,5,370,1
OBJECTS18,7,370,1
OBJECTS49,5,370,1
OBJECTS42,5,370,1
OBJECTS16,5,370,1
OBJECTS34,NA,370,2
OBJECTS24,6,370,2
OBJECTS5,7,370,1
OBJECTS9,5,370,1
OBJECTS11,5,372,1
OBJECTS37,NA,372,2
OBJECTS34,5,372,1
OBJECTS9,3,372,2
OBJECTS40,4,372,1
OBJECTS39,5,372,1
OBJECTS6,4,372,2
OBJECTS6,4,372,1
OBJECTS39,5,372,2
OBJECTS37,5,372,1
OBJECTS24,5,372,2
OBJECTS27,5,372,2
OBJECTS40,NA,372,2
OBJECTS12,4,372,2
OBJECTS32,4,372,1
OBJECTS34,NA,372,2
OBJECTS8,4,372,1
OBJECTS45,5,372,1
OBJECTS35,5,372,1
OBJECTS7,4,372,1
OBJECTS25,NA,372,2
OBJECTS21,3,372,1
OBJECTS11,NA,372,2
OBJECTS7,NA,372,2
OBJECTS31,4,372,1
OBJECTS42,NA,372,2
OBJECTS25,4,372,1
OBJECTS18,5,372,1
OBJECTS38,NA,372,2
OBJECTS43,4,372,1
OBJECTS3,3,372,1
OBJECTS26,NA,372,2
OBJECTS22,3,372,1
OBJECTS26,3,372,1
OBJECTS45,NA,372,2
OBJECTS23,NA,372,2
OBJECTS49,4,372,1
OBJECTS5,NA,372,2
OBJECTS42,3,372,1
OBJECTS31,NA,372,2
OBJECTS3,3,372,2
OBJECTS9,3,372,1
OBJECTS5,4,372,1
OBJECTS43,4,372,2
OBJECTS38,3,372,1
OBJECTS35,NA,372,2
OBJECTS22,NA,372,2
OBJECTS32,NA,372,2
OBJECTS23,5,372,1
OBJECTS33,5,372,2
OBJECTS21,3,372,2
OBJECTS27,4,372,1
OBJECTS16,NA,372,2
OBJECTS18,5,372,2
OBJECTS49,NA,372,2
OBJECTS16,4,372,1
OBJECTS33,4,372,1
OBJECTS8,NA,372,2
OBJECTS12,4,372,1
OBJECTS24,4,372,1
OBJECTS40,4,376,1
OBJECTS3,4,376,1
OBJECTS16,NA,376,2
OBJECTS32,NA,376,2
OBJECTS5,1,376,1
OBJECTS24,4,376,2
OBJECTS45,3,376,1
OBJECTS22,2,376,1
OBJECTS27,5,376,1
OBJECTS27,4,376,2
OBJECTS42,1,376,1
OBJECTS6,1,376,1
OBJECTS38,1,376,1
OBJECTS11,4,376,1
OBJECTS49,2,376,1
OBJECTS16,2,376,1
OBJECTS43,1,376,2
OBJECTS25,NA,376,2
OBJECTS32,4,376,1
OBJECTS39,3,376,1
OBJECTS12,3,376,2
OBJECTS24,5,376,1
OBJECTS42,NA,376,2
OBJECTS3,4,376,2
OBJECTS34,6,376,1
OBJECTS18,3,376,1
OBJECTS5,NA,376,2
OBJECTS49,NA,376,2
OBJECTS21,1,376,2
OBJECTS45,NA,376,2
OBJECTS23,5,376,1
OBJECTS33,4,376,2
OBJECTS23,NA,376,2
OBJECTS37,3,376,1
OBJECTS33,4,376,1
OBJECTS25,5,376,1
OBJECTS11,NA,376,2
OBJECTS38,NA,376,2
OBJECTS22,NA,376,2
OBJECTS40,NA,376,2
OBJECTS8,3,376,1
OBJECTS31,NA,376,2
OBJECTS35,NA,376,2
OBJECTS18,1,376,2
OBJECTS8,NA,376,2
OBJECTS39,5,376,2
OBJECTS34,NA,376,2
OBJECTS12,4,376,1
OBJECTS26,1,376,1
OBJECTS9,3,376,1
OBJECTS21,2,376,1
OBJECTS9,1,376,2
OBJECTS7,4,376,1
OBJECTS31,1,376,1
OBJECTS37,NA,376,2
OBJECTS6,1,376,2
OBJECTS7,NA,376,2
OBJECTS35,4,376,1
OBJECTS26,NA,376,2
OBJECTS43,1,376,1
OBJECTS8,6,386,1
OBJECTS6,5,386,2
OBJECTS12,3,386,2
OBJECTS27,3,386,1
OBJECTS7,6,386,1
OBJECTS43,1,386,2
OBJECTS16,NA,386,2
OBJECTS24,3,386,1
OBJECTS49,1,386,1
OBJECTS32,NA,386,2
OBJECTS27,1,386,2
OBJECTS21,1,386,2
OBJECTS35,2,386,1
OBJECTS33,4,386,2
OBJECTS25,NA,386,2
OBJECTS40,2,386,1
OBJECTS32,4,386,1
OBJECTS37,4,386,1
OBJECTS35,NA,386,2
OBJECTS23,NA,386,2
OBJECTS11,NA,386,2
OBJECTS23,3,386,1
OBJECTS16,3,386,1
OBJECTS25,6,386,1
OBJECTS38,1,386,1
OBJECTS42,1,386,1
OBJECTS8,NA,386,2
OBJECTS31,1,386,1
OBJECTS38,NA,386,2
OBJECTS43,1,386,1
OBJECTS9,1,386,2
OBJECTS21,2,386,1
OBJECTS33,5,386,1
OBJECTS26,3,386,1
OBJECTS49,NA,386,2
OBJECTS26,NA,386,2
OBJECTS18,6,386,1
OBJECTS42,NA,386,2
OBJECTS11,5,386,1
OBJECTS7,NA,386,2
OBJECTS45,6,386,1
OBJECTS3,5,386,1
OBJECTS37,NA,386,2
OBJECTS39,4,386,1
OBJECTS5,NA,386,2
OBJECTS18,4,386,2
OBJECTS5,3,386,1
OBJECTS22,2,386,1
OBJECTS34,5,386,1
OBJECTS24,1,386,2
OBJECTS34,NA,386,2
OBJECTS9,3,386,1
OBJECTS12,5,386,1
OBJECTS40,NA,386,2
OBJECTS31,NA,386,2
OBJECTS6,5,386,1
OBJECTS39,3,386,2
OBJECTS45,NA,386,2
OBJECTS3,4,386,2
OBJECTS22,NA,386,2
OBJECTS9,5,392,2
OBJECTS38,3,392,1
OBJECTS49,3,392,1
OBJECTS24,7,392,1
OBJECTS45,4,392,1
OBJECTS22,2,392,1
OBJECTS32,NA,392,2
OBJECTS22,NA,392,2
OBJECTS6,7,392,2
OBJECTS40,NA,392,2
OBJECTS18,6,392,1
OBJECTS32,7,392,1
OBJECTS21,2,392,1
OBJECTS38,NA,392,2
OBJECTS26,NA,392,2
OBJECTS45,NA,392,2
OBJECTS49,NA,392,2
OBJECTS5,5,392,1
OBJECTS16,NA,392,2
OBJECTS34,NA,392,2
OBJECTS42,NA,392,2
OBJECTS3,5,392,1
OBJECTS25,NA,392,2
OBJECTS6,5,392,1
OBJECTS5,NA,392,2
OBJECTS42,3,392,1
OBJECTS43,3,392,1
OBJECTS11,NA,392,2
OBJECTS39,4,392,2
OBJECTS33,7,392,2
OBJECTS33,7,392,1
OBJECTS31,NA,392,2
OBJECTS12,6,392,2
OBJECTS27,6,392,1
OBJECTS40,6,392,1
OBJECTS35,7,392,1
OBJECTS7,NA,392,2
OBJECTS43,3,392,2
OBJECTS35,NA,392,2
OBJECTS18,6,392,2
OBJECTS24,7,392,2
OBJECTS31,5,392,1
OBJECTS39,4,392,1
OBJECTS34,6,392,1
OBJECTS27,6,392,2
OBJECTS9,3,392,1
OBJECTS26,5,392,1
OBJECTS21,1,392,2
OBJECTS7,4,392,1
OBJECTS37,NA,392,2
OBJECTS23,NA,392,2
OBJECTS12,6,392,1
OBJECTS23,3,392,1
OBJECTS8,4,392,1
OBJECTS11,5,392,1
OBJECTS25,6,392,1
OBJECTS3,6,392,2
OBJECTS37,7,392,1
OBJECTS8,NA,392,2
OBJECTS16,5,392,1
OBJECTS21,3,4,1
OBJECTS42,1,4,1
OBJECTS25,NA,4,2
OBJECTS9,2,4,2
OBJECTS18,3,4,1
OBJECTS49,1,4,1
OBJECTS43,2,4,2
OBJECTS39,5,4,2
OBJECTS45,NA,4,2
OBJECTS22,7,4,1
OBJECTS8,7,4,1
OBJECTS11,NA,4,2
OBJECTS39,5,4,1
OBJECTS31,4,4,1
OBJECTS26,1,4,1
OBJECTS37,1,4,1
OBJECTS34,1,4,1
OBJECTS6,1,4,2
OBJECTS7,7,4,1
OBJECTS5,6,4,1
OBJECTS38,NA,4,2
OBJECTS23,NA,4,2
OBJECTS18,2,4,2
OBJECTS23,7,4,1
OBJECTS24,6,4,1
OBJECTS27,5,4,1
OBJECTS40,4,4,1
OBJECTS22,NA,4,2
OBJECTS7,NA,4,2
OBJECTS12,1,4,2
OBJECTS33,1,4,1
OBJECTS11,5,4,1
OBJECTS6,3,4,1
OBJECTS27,4,4,2
OBJECTS16,4,4,1
OBJECTS16,NA,4,2
OBJECTS26,NA,4,2
OBJECTS12,1,4,1
OBJECTS21,4,4,2
OBJECTS3,1,4,2
OBJECTS45,5,4,1
OBJECTS5,NA,4,2
OBJECTS25,1,4,1
OBJECTS35,7,4,1
OBJECTS38,1,4,1
OBJECTS35,NA,4,2
OBJECTS32,NA,4,2
OBJECTS33,1,4,2
OBJECTS9,4,4,1
OBJECTS24,1,4,2
OBJECTS34,NA,4,2
OBJECTS8,NA,4,2
OBJECTS49,NA,4,2
OBJECTS43,1,4,1
OBJECTS3,2,4,1
OBJECTS31,NA,4,2
OBJECTS32,1,4,1
OBJECTS37,NA,4,2
OBJECTS40,NA,4,2
OBJECTS42,NA,4,2
OBJECTS39,6,416,2
OBJECTS40,6,416,1
OBJECTS35,NA,416,2
OBJECTS5,NA,416,2
OBJECTS24,5,416,2
OBJECTS27,4,416,1
OBJECTS26,4,416,1
OBJECTS22,5,416,1
OBJECTS16,3,416,1
OBJECTS37,NA,416,2
OBJECTS3,5,416,2
OBJECTS32,6,416,1
OBJECTS45,5,416,1
OBJECTS24,6,416,1
OBJECTS39,6,416,1
OBJECTS31,6,416,1
OBJECTS6,3,416,2
OBJECTS31,NA,416,2
OBJECTS42,3,416,1
OBJECTS25,6,416,1
OBJECTS5,4,416,1
OBJECTS18,4,416,1
OBJECTS16,NA,416,2
OBJECTS37,6,416,1
OBJECTS33,6,416,1
OBJECTS43,6,416,2
OBJECTS40,NA,416,2
OBJECTS35,6,416,1
OBJECTS9,3,416,2
OBJECTS12,5,416,1
OBJECTS43,5,416,1
OBJECTS38,3,416,1
OBJECTS42,NA,416,2
OBJECTS7,NA,416,2
OBJECTS32,NA,416,2
OBJECTS12,5,416,2
OBJECTS9,4,416,1
OBJECTS11,NA,416,2
OBJECTS27,4,416,2
OBJECTS11,4,416,1
OBJECTS23,NA,416,2
OBJECTS34,NA,416,2
OBJECTS22,NA,416,2
OBJECTS49,5,416,1
OBJECTS3,5,416,1
OBJECTS26,NA,416,2
OBJECTS45,NA,416,2
OBJECTS38,NA,416,2
OBJECTS34,6,416,1
OBJECTS21,3,416,2
OBJECTS8,NA,416,2
OBJECTS7,5,416,1
OBJECTS18,5,416,2
OBJECTS23,5,416,1
OBJECTS8,5,416,1
OBJECTS6,5,416,1
OBJECTS25,NA,416,2
OBJECTS49,NA,416,2
OBJECTS33,5,416,2
OBJECTS21,4,416,1
OBJECTS32,NA,422,2
OBJECTS7,NA,422,2
OBJECTS12,2,422,2
OBJECTS27,5,422,1
OBJECTS24,6,422,2
OBJECTS38,NA,422,2
OBJECTS24,6,422,1
OBJECTS45,NA,422,2
OBJECTS8,5,422,1
OBJECTS31,NA,422,2
OBJECTS34,NA,422,2
OBJECTS8,NA,422,2
OBJECTS21,4,422,2
OBJECTS40,NA,422,2
OBJECTS42,NA,422,2
OBJECTS42,6,422,1
OBJECTS5,6,422,1
OBJECTS7,5,422,1
OBJECTS16,NA,422,2
OBJECTS49,NA,422,2
OBJECTS3,4,422,1
OBJECTS49,4,422,1
OBJECTS23,6,422,1
OBJECTS35,6,422,1
OBJECTS43,6,422,1
OBJECTS6,6,422,1
OBJECTS11,6,422,1
OBJECTS26,NA,422,2
OBJECTS22,NA,422,2
OBJECTS34,5,422,1
OBJECTS25,3,422,1
OBJECTS9,4,422,1
OBJECTS25,NA,422,2
OBJECTS27,6,422,2
OBJECTS31,6,422,1
OBJECTS18,6,422,2
OBJECTS38,4,422,1
OBJECTS21,3,422,1
OBJECTS22,5,422,1
OBJECTS39,6,422,2
OBJECTS12,3,422,1
OBJECTS35,NA,422,2
OBJECTS23,NA,422,2
OBJECTS33,3,422,2
OBJECTS37,5,422,1
OBJECTS33,5,422,1
OBJECTS11,NA,422,2
OBJECTS5,NA,422,2
OBJECTS6,6,422,2
OBJECTS26,4,422,1
OBJECTS39,6,422,1
OBJECTS9,4,422,2
OBJECTS3,2,422,2
OBJECTS37,NA,422,2
OBJECTS45,6,422,1
OBJECTS16,4,422,1
OBJECTS32,5,422,1
OBJECTS18,6,422,1
OBJECTS40,5,422,1
OBJECTS43,5,422,2
OBJECTS8,NA,423,2
OBJECTS24,6,423,2
OBJECTS24,7,423,1
OBJECTS8,5,423,1
OBJECTS21,4,423,1
OBJECTS32,NA,423,2
OBJECTS3,4,423,1
OBJECTS37,NA,423,2
OBJECTS43,5,423,1
OBJECTS27,7,423,1
OBJECTS26,NA,423,2
OBJECTS35,7,423,1
OBJECTS25,6,423,1
OBJECTS22,NA,423,2
OBJECTS49,NA,423,2
OBJECTS12,4,423,1
OBJECTS34,NA,423,2
OBJECTS34,4,423,1
OBJECTS22,7,423,1
OBJECTS11,5,423,1
OBJECTS9,4,423,1
OBJECTS16,NA,423,2
OBJECTS33,4,423,2
OBJECTS5,NA,423,2
OBJECTS39,5,423,1
OBJECTS35,NA,423,2
OBJECTS45,6,423,1
OBJECTS45,NA,423,2
OBJECTS25,NA,423,2
OBJECTS11,NA,423,2
OBJECTS32,5,423,1
OBJECTS6,7,423,2
OBJECTS23,5,423,1
OBJECTS26,7,423,1
OBJECTS12,4,423,2
OBJECTS3,4,423,2
OBJECTS16,6,423,1
OBJECTS6,7,423,1
OBJECTS21,4,423,2
OBJECTS5,5,423,1
OBJECTS23,NA,423,2
OBJECTS18,7,423,1
OBJECTS9,6,423,2
OBJECTS18,7,423,2
OBJECTS40,NA,423,2
OBJECTS7,5,423,1
OBJECTS33,5,423,1
OBJECTS37,5,423,1
OBJECTS31,NA,423,2
OBJECTS49,7,423,1
OBJECTS42,7,423,1
OBJECTS31,6,423,1
OBJECTS39,5,423,2
OBJECTS42,NA,423,2
OBJECTS38,5,423,1
OBJECTS27,7,423,2
OBJECTS7,NA,423,2
OBJECTS43,5,423,2
OBJECTS40,5,423,1
OBJECTS38,NA,423,2
OBJECTS39,5,438,2
OBJECTS25,NA,438,2
OBJECTS16,NA,438,2
OBJECTS23,7,438,1
OBJECTS5,6,438,1
OBJECTS33,7,438,1
OBJECTS35,7,438,1
OBJECTS22,NA,438,2
OBJECTS42,3,438,1
OBJECTS32,NA,438,2
OBJECTS11,3,438,1
OBJECTS45,5,438,1
OBJECTS49,3,438,1
OBJECTS18,6,438,2
OBJECTS34,NA,438,2
OBJECTS18,6,438,1
OBJECTS45,NA,438,2
OBJECTS3,5,438,1
OBJECTS31,NA,438,2
OBJECTS7,6,438,1
OBJECTS24,6,438,2
OBJECTS3,4,438,2
OBJECTS21,3,438,2
OBJECTS33,6,438,2
OBJECTS40,5,438,1
OBJECTS16,4,438,1
OBJECTS9,3,438,2
OBJECTS7,NA,438,2
OBJECTS35,NA,438,2
OBJECTS27,7,438,1
OBJECTS25,6,438,1
OBJECTS27,7,438,2
OBJECTS31,6,438,1
OBJECTS40,NA,438,2
OBJECTS42,NA,438,2
OBJECTS37,6,438,1
OBJECTS8,4,438,1
OBJECTS9,3,438,1
OBJECTS38,NA,438,2
OBJECTS8,NA,438,2
OBJECTS6,6,438,1
OBJECTS5,NA,438,2
OBJECTS26,NA,438,2
OBJECTS12,4,438,2
OBJECTS6,5,438,2
OBJECTS43,3,438,2
OBJECTS21,3,438,1
OBJECTS37,NA,438,2
OBJECTS23,NA,438,2
OBJECTS43,4,438,1
OBJECTS24,7,438,1
OBJECTS49,NA,438,2
OBJECTS34,7,438,1
OBJECTS22,5,438,1
OBJECTS32,7,438,1
OBJECTS38,4,438,1
OBJECTS11,NA,438,2
OBJECTS12,5,438,1
OBJECTS39,5,438,1
OBJECTS26,6,438,1
OBJECTS18,6,44,1
OBJECTS12,4,44,1
OBJECTS16,4,44,1
OBJECTS35,6,44,1
OBJECTS6,6,44,1
OBJECTS7,6,44,1
OBJECTS34,7,44,1
OBJECTS24,4,44,2
OBJECTS3,6,44,2
OBJECTS8,NA,44,2
OBJECTS45,NA,44,2
OBJECTS42,NA,44,2
OBJECTS16,NA,44,2
OBJECTS34,NA,44,2
OBJECTS39,4,44,1
OBJECTS23,NA,44,2
OBJECTS43,4,44,1
OBJECTS23,6,44,1
OBJECTS31,NA,44,2
OBJECTS26,4,44,1
OBJECTS38,NA,44,2
OBJECTS37,NA,44,2
OBJECTS8,5,44,1
OBJECTS32,6,44,1
OBJECTS27,5,44,2
OBJECTS6,6,44,2
OBJECTS9,4,44,1
OBJECTS11,NA,44,2
OBJECTS21,5,44,1
OBJECTS3,6,44,1
OBJECTS45,5,44,1
OBJECTS43,5,44,2
OBJECTS35,NA,44,2
OBJECTS33,7,44,1
OBJECTS5,NA,44,2
OBJECTS37,5,44,1
OBJECTS5,6,44,1
OBJECTS27,4,44,1
OBJECTS40,6,44,1
OBJECTS22,5,44,1
OBJECTS31,4,44,1
OBJECTS7,NA,44,2
OBJECTS22,NA,44,2
OBJECTS38,4,44,1
OBJECTS12,4,44,2
OBJECTS18,5,44,2
OBJECTS9,4,44,2
OBJECTS39,5,44,2
OBJECTS26,NA,44,2
OBJECTS42,4,44,1
OBJECTS32,NA,44,2
OBJECTS49,NA,44,2
OBJECTS33,6,44,2
OBJECTS49,4,44,1
OBJECTS21,4,44,2
OBJECTS11,5,44,1
OBJECTS40,NA,44,2
OBJECTS25,5,44,1
OBJECTS24,4,44,1
OBJECTS25,NA,44,2
OBJECTS9,4,454,2
OBJECTS45,NA,454,2
OBJECTS42,3,454,1
OBJECTS21,4,454,1
OBJECTS22,NA,454,2
OBJECTS6,5,454,2
OBJECTS34,NA,454,2
OBJECTS38,NA,454,2
OBJECTS11,NA,454,2
OBJECTS12,4,454,2
OBJECTS35,3,454,1
OBJECTS49,4,454,1
OBJECTS45,5,454,1
OBJECTS39,4,454,2
OBJECTS22,6,454,1
OBJECTS16,4,454,1
OBJECTS33,4,454,1
OBJECTS43,4,454,1
OBJECTS18,3,454,1
OBJECTS11,5,454,1
OBJECTS26,3,454,1
OBJECTS40,3,454,1
OBJECTS31,NA,454,2
OBJECTS5,NA,454,2
OBJECTS39,4,454,1
OBJECTS43,4,454,2
OBJECTS27,4,454,2
